topic_id,topic_title,topic_order,subtopic_id,subtopic_title,basesubtopic_title,basesubtopic_id,subtopic_order,basesubtopic_outcomes,subtopic_reason_for_inclusion,lantern_substrand_title,Strand
5214,Early Number (order and place value),1,81257,Compare numbers (to 10000),Compare numbers to 10000,3682,235,,,,Number
5214,Early Number (order and place value),1,69563,Compare numbers (10000 to 90000),Compare numbers from 10000 to 90000,2822,240,,,,Number
5214,Early Number (order and place value),1,69560,Round numbers (to 10's or 100's),Round numbers <1000 to nearest 10 or 100,2815,250,,,,Number
5214,Early Number (order and place value),1,103237,Making numbers with number cards (investigation),Making Numbers with Number Cards (Investigation) LIVE,4297,255,,,,Number
5214,Early Number (order and place value),1,69565,"Numbers, words and symbols (90000 to 900000)",Read and write numbers from 90000 to 900000 using words and symbols,2792,260,,,,Number
5214,Early Number (order and place value),1,69566,"Numbers, words and symbols (millions)",Read and write numbers in the millions using words and symbols,2802,270,,,,Number
5214,Early Number (order and place value),1,69567,Ordering numbers (90000 to million),Order numbers from 90000 to million,2793,280,,,,Number
5214,Early Number (order and place value),1,69568,Partition numbers (90000 to million),Partition numbers from 90000 to million,2813,290,,,,Number
5214,Early Number (order and place value),1,69571,Construct numbers (90000 to millions),Construct numbers from 90000 to millions,2820,295,,,,Number
5214,Early Number (order and place value),1,69572,Compare numbers (90000 to millions),Compare numbers from 90000 to millions,2823,297,,,,Number
5214,Early Number (order and place value),1,69569,Round numbers (to 1000's),Round numbers <100 000 to nearest 1000,3232,300,,,,Number
5214,Early Number (order and place value),1,69570,Round large numbers,Round large numbers,2816,310,,,,Number
5214,Early Number (order and place value),1,50574,Leading digit estimation,Leading digit estimation (Yr 5),697,312,,,,Number
5214,Early Number (order and place value),1,103238,Puzzle using place value of numbers in the millions (investigation),Puzzle using place value of numbers in the millions (Investigation) LIVE,4298,315,,,,Number
5214,Early Number (order and place value),1,69556,"Numbers, words and symbols (in billions)",Read and write numbers in billions using words and symbols,3229,320,,,,Number
5214,Early Number (order and place value),1,69557,Order numbers (in billions),Order numbers (billions),3230,325,,,,Number
5214,Early Number (order and place value),1,69559,Partition numbers (billions),Partition numbers (billions),3231,330,,,,Number
5214,Early Number (order and place value),1,69562,Construct numbers (billions),Construct numbers (billions),3233,335,,,,Number
5214,Early Number (order and place value),1,85849,Expanded notation as powers of 10,Write numbers using expanded notation as powers of 10,3821,340,,,,Number
5214,Early Number (order and place value),1,69564,Compare numbers (billions),Compare numbers (billions),3234,345,,,,Number
5214,Early Number (order and place value),1,103239,Estimating objects (investigation),Estimating Objects (Investigation) LIVE,4296,355,,,,Number
5215,Early Number (add/sub),2,69573,Single digit addition and subtraction,Add and subtract single digit numbers,2789,360,,,,Number
5215,Early Number (add/sub),2,69574,"Addition fact families (a+b=c, c-b=a)","Use and complete fact families for addition and subtraction (a+b=c, c-b=a)",2797,370,,,,Number
5215,Early Number (add/sub),2,116309,Fact Families (Investigation),Fact Families (Investigation) LIVE,4401,375,,,,Number
5215,Early Number (add/sub),2,69575,Representation of add/sub using objects,Interpret and use the representation of addition and subtraction with objects,2825,380,,,,Number
5215,Early Number (add/sub),2,69577,Strategy - bridge to 10 (single and double digit),Use the bridge to 10 strategy for addition/subtraction (single and two digit),2827,400,,,,Number
5215,Early Number (add/sub),2,69578,Strategy - compensation (single and double digit),Use the compensation strategy for addition/subtraction (single and two digit),2828,410,,,,Number
5215,Early Number (add/sub),2,69579,Strategy - number line (single and double digit),Use number lines as a strategy for addition/subtraction (single and two digit),2829,420,,,,Number
5215,Early Number (add/sub),2,69580,Use strategies to add/subtract two digit numbers,Use strategies to add and subtract two digit numbers,2830,430,,,,Number
5215,Early Number (add/sub),2,69576,Word sentences for add/sub,Write and match word and number sentences using addition or subtraction for a 2 step problem,2826,435,,,,Number
5215,Early Number (add/sub),2,69581,Use strategies to add/subtract across the 100,Use strategies to add and subtract across the 100,2831,440,,,,Number
5215,Early Number (add/sub),2,69582,Connect addition and subtraction,Connect addition and subtraction,2832,450,,,,Number
5215,Early Number (add/sub),2,69583,Add multiples of 10's to single digit numbers,Add multiples of 10's to single digit numbers,2833,460,,,,Number
5215,Early Number (add/sub),2,69584,Add multiples of 10's to two digit numbers,Add multiples of 10's to two digit numbers,2834,470,,,,Number
5215,Early Number (add/sub),2,69585,Subtract multiples of 10's from two digit numbers,Subtract multiples of 10's from two digit numbers,2835,480,,,,Number
5215,Early Number (add/sub),2,69586,Identify and use patterns with addition problems (x + xx) (no regrouping),Identify and use patterns with addition problems (x + xx) (no regrouping),2839,490,,,,Number
5215,Early Number (add/sub),2,69587,Identify and use patterns with addition problems (x + xx) (with regrouping),Identify and use patterns with addition problems (x + xx) (with regrouping),2840,500,,,,Number
5215,Early Number (add/sub),2,69588,Identify and use patterns with subtraction problems (xx - x) (no regrouping),Identify and use patterns with subtraction problems (xx - x) (no regrouping),2841,510,,,,Number
5215,Early Number (add/sub),2,69589,Identify and use patterns with subtraction problems (xx - x) (with regrouping),Identify and use patterns with subtraction problems (xx - x) (with regrouping),2842,520,,,,Number
5215,Early Number (add/sub),2,69590,Complete statements to make a target number up to 20,Complete addition or subtraction statements to make a target number up to 20,2847,530,,,,Number
5215,Early Number (add/sub),2,69591,Add missing elements to make a statement true with totals up to 20,Add missing elements to balance an equation with totals up to 20 (add/sub),2850,540,,,,Number
5215,Early Number (add/sub),2,69592,Add 3 numbers (mix of single or two digit numbers) i,Add 3 numbers (x + x + xx),2853,550,,,,Number
5215,Early Number (add/sub),2,69593,Solve contextual 1 step problems using addition and subtraction,Solve contextual 1 step problems using addition and subtraction,2862,560,,,,Number
5215,Early Number (add/sub),2,69594,Add multiples of 100's to single digit numbers,Add multiples of 100's to single digit numbers,2836,570,,,,Number
5215,Early Number (add/sub),2,69595,Add multiples of 100's to two digit numbers,Add multiples of 100's to two digit numbers,2837,580,,,,Number
5215,Early Number (add/sub),2,69596,Subtract multiples of 100's from three digit numbers,Subtract multiples of 100's from three digit numbers,2838,590,,,,Number
5215,Early Number (add/sub),2,69597,Patterns in addition 3,Identify and use patterns with addition (with and without regrouping),2843,600,,,,Number
5215,Early Number (add/sub),2,69598,Patterns in subtraction 3,Identify and use patterns with subtraction (with and without regrouping),2844,610,,,,Number
5215,Early Number (add/sub),2,69599,Complete statements to make a target number up to 50,Complete addition or subtraction statements to make a target number up to 50,2848,620,,,,Number
5215,Early Number (add/sub),2,69600,Add missing elements to make a statement true with totals up to 50,Add missing elements to balance an equation with totals up to 50 (add/sub) (Yr 4),2851,630,,,,Number
5215,Early Number (add/sub),2,69601,Inequalities with addition and subtraction statements,Inequalities with addition and subtraction statements (2 digit),2852,640,,,,Number
5215,Early Number (add/sub),2,69602,Add 3 numbers (x + xx + xx),Add 3 numbers (x + xx + xx),2854,650,,,,Number
5215,Early Number (add/sub),2,69603,Add and subtract three digit numbers without regrouping,Add and subtract three digit numbers without regrouping,2856,660,,,,Number
5215,Early Number (add/sub),2,69604,Add and subtract three digit numbers requiring regrouping,Add and subtract three digit numbers requiring regrouping,2857,670,,,,Number
5215,Early Number (add/sub),2,69605,Add and subtract four digit numbers without regrouping,Add and subtract four digit numbers without regrouping,2858,680,,,,Number
5215,Early Number (add/sub),2,69606,Add and subtract four digit numbers requiring regrouping,Add and subtract four digit numbers requiring regrouping,2859,690,,,,Number
5215,Early Number (add/sub),2,69607,Solve contextual 2 step problems using addition and subtraction,Solve contextual 2 step problems using addition and subtraction,2863,700,,,,Number
5215,Early Number (add/sub),2,69608,Use rounding to estimate solutions for addition and subtraction,Use rounding to estimate solutions for addition and subtraction,3254,710,,,,Number
5215,Early Number (add/sub),2,69609,Identify and use patterns with addition and subtraction (with and without regrouping),Identify and use patterns with addition and subtraction (with and without regrouping),2845,720,,,,Number
5215,Early Number (add/sub),2,69610,Identify and use patterns with addition and subtraction (with 3 and 2 digit numbers),Identify and use patterns with addition and subtraction (with 3 and 2 digit numbers),2846,730,,,,Number
5215,Early Number (add/sub),2,69611,Complete statements to make a target number up to 100,Complete addition or subtraction statements to make a target number up to 100,2849,740,,,,Number
5215,Early Number (add/sub),2,69612,"Add 3 numbers (mix of single, two and three digit numbers)",Add 3 numbers (xxx+xx+x),2855,750,,,,Number
5215,Early Number (add/sub),2,69613,Add and subtract large numbers without regrouping,Add and subtract large numbers without regrouping,2860,760,,,,Number
5215,Early Number (add/sub),2,69614,Add and subtract large numbers requiring regrouping,Add and subtract large numbers requiring regrouping,2861,770,,,,Number
5215,Early Number (add/sub),2,103227,Solve contextual 2 and 3 step problems using addition and subtraction,Solve contextual 2 and 3 step problems using addition and subtraction,4141,775,,,,Number
5215,Early Number (add/sub),2,69615,Addition and subtraction problems involving angles,Addition and subtraction problems involving angles,2864,800,,,,Number
5215,Early Number (add/sub),2,50576,Mixed additions,"Mixed additions - mixed set 2845, 2846, 2849, 2855, 2860, 2861",318,810,,,,Number
5215,Early Number (add/sub),2,50577,Mixed subtractions,"Mixed subtractions - mixed set 2845, 2846, 2849, 2855, 2860, 2861",436,820,,,,Number
5215,Early Number (add/sub),2,103228,Solve contextual 3 step problems using addition and subtraction,Solve contextual 3 step problems using addition and subtraction,4142,825,,,,Number
5215,Early Number (add/sub),2,69616,Addition and subtraction with an abacus (investigation),Addition and Subtraction with an Abacus (Investigation) LIVE,3430,830,,,,Number
5215,Early Number (add/sub),2,50568,Addition,TBD - Addition (Yr 5),974,9999,,,,Number
5215,Early Number (add/sub),2,50569,Subtraction,TBD - Subtraction (Yr 5),975,9999,,,,Number
5217,Early Number (mult/div),3,69617,"Multiplication and repeated addition (1,2,3,5,10)","Connect repeated addition and multiplication (1,2,3,5,10) (Yr 3)",3186,840,,,,Number
5217,Early Number (mult/div),3,69618,"Interpret products (1,2,3,5,10)","Recognise products from images and statements (1,2,3,5,10) (Yr 3)",2866,850,,,,Number
5217,Early Number (mult/div),3,69619,"Arrays as products (1,2,3,5,10)","Recognise and interpret products from arrays (1,2,3,5,10) (Yr 3)",2868,860,,,,Number
5217,Early Number (mult/div),3,69620,"Multiplication and division using groups (1,2,3,5,10)","Solve multiplication and division problems using groups (1,2,3,5,10) (Yr 3)",2870,870,,,,Number
5217,Early Number (mult/div),3,69621,"Multiplication and division using arrays (1,2,3,5,10)","Solve multiplication and division problems using arrays (1,2,3,5,10) (Yr 3)",2872,880,,,,Number
5217,Early Number (mult/div),3,69622,"Find unknowns in multiplication and division problems (1,2,3)","Find unknowns in multiplication and division problems (1,2,3) (Yr 3)",2874,890,,,,Number
5217,Early Number (mult/div),3,69639,"Find unknowns in multiplication and division problems (5,10)","Find unknowns in multiplication and division problems (5,10) (Yr 3)",2875,895,,,,Number
5217,Early Number (mult/div),3,69623,"Find unknowns in multiplication and division problems (1,2,3,5,10)","Multiplication and division (finding unknowns (1,2,3,5,10) (Yr 3)",2876,900,,,,Number
5217,Early Number (mult/div),3,69624,"Multiplication and division tables (2,3,5,10)","Complete multiplication and division facts in a table (1,2,3,5,10) (Yr 3)",2880,910,,,,Number
5217,Early Number (mult/div),3,69625,"Multiplication and division (turnarounds and fact families) (0,1,2,3,5,10)","Use turn arounds and fact families to solve multiplication and division problems (1,2,3,5,10) (Yr 3)",2882,920,,,,Number
5217,Early Number (mult/div),3,69626,"Number sentences and word problems (1,2,3,5,10)","Use number sentences to solve multiplication and division problems involving objects or words (1,2,3",2886,930,,,,Number
5217,Early Number (mult/div),3,69627,"Extending multiplication and division calculations using patterns (1,2,3,5,10)","Extend basic facts involving multiplication and division using patterns (1,2,3,5,10) (Yr 3)",2888,940,,,,Number
5217,Early Number (mult/div),3,69628,"Problem solving with multiplication and division (1,2,3,5,10)","Solve single step problems involving multiplication or division (1,2,3,5,10) (Yr 3)",2890,950,,,,Number
5217,Early Number (mult/div),3,192022,How do we know if the calculator is correct? (Investigation),How do we know if the calculator is correct?  (Investigation) LIVE,4460,951,,,,Number
5217,Early Number (mult/div),3,69629,Multiplication as repeated addition (10x10),Connect repeated addition and multiplication (10x10) (Yr 4),2865,960,,,,Number
5217,Early Number (mult/div),3,69631,Interpreting products (10x10),Recognise products from images and statements (10x10) (Yr 4),2867,980,,,,Number
5217,Early Number (mult/div),3,69633,Arrays as products (10x10),Recognise and interpret products from arrays (10x10) (Yr 4),2869,1000,,,,Number
5217,Early Number (mult/div),3,69635,Multiplication and division using groups (10x10),Solve multiplication and division problems using groups (10x10) (Yr 4),2871,1020,,,,Number
5217,Early Number (mult/div),3,69637,Multiplication and division using arrays (10x10),Solve multiplication and division problems using arrays (10x10) (Yr 4),2873,1040,,,,Number
5217,Early Number (mult/div),3,69640,"Find unknowns in multiplication and division problems (0,1,2,4,8)","Find unknowns in multiplication and division problems (0,1,2,4,8) (Yr 4)",2877,1070,,,,Number
5217,Early Number (mult/div),3,69641,"Find unknowns in multiplication and division problems (3,6,7,9)","Find unknowns in multiplication and division problems (3,6,7,9) (Yr 4)",2878,1080,,,,Number
5217,Early Number (mult/div),3,69642,Find unknowns in multiplication and division problems (mixed),Find unknowns in multiplication and division problems (mixed set) (Yr 4),2879,1090,,,,Number
5217,Early Number (mult/div),3,69643,Complete multiplication and division facts in a table (10x10),Complete multiplication and division facts in a table (10x10) (Yr 4),2881,1100,,,,Number
5217,Early Number (mult/div),3,69645,Multiplication and division (turnarounds and fact families) (10x10),Use turn arounds and fact families to solve multiplication and division problems (10x10) (Yr 4),2883,1120,,,,Number
5217,Early Number (mult/div),3,69646,Find quotients (10x10),Find quotients (10x10) (Yr 4),2884,1130,,,,Number
5217,Early Number (mult/div),3,69649,Number sentences and word problems (10x10),Use number sentences to solve multiplication and division problems (10x10) (Yr 4),2887,1160,,,,Number
5217,Early Number (mult/div),3,69655,Multiplication and division by 10,Perform multiplication and division by 10 (Yr 4),2894,1170,,,,Number
5217,Early Number (mult/div),3,69651,Extending multiplication and division calculations using patterns (10x10),Extend basic facts involving multiplication and division using patterns (Yr 4),2889,1180,,,,Number
5217,Early Number (mult/div),3,69653,Problem solving with multiplication and division (10x10),Solve one or two step problems involving multiplication or division (10x10) (Yr 4),2891,1200,,,,Number
5217,Early Number (mult/div),3,69648,Properties of multiplication (10x10),Use and identify the properties of multiplication (Yr 4),2885,1210,,,,Number
5217,Early Number (mult/div),3,69630,Multiplication as repeated addition (15x15),Connect repeated addition and multiplication (15x15) (Yr 5),3244,1212,,,,Number
5217,Early Number (mult/div),3,69632,Interpreting products (15x15),Recognise products from images and statements (15x15) (Yr 5),3245,1213,,,,Number
5217,Early Number (mult/div),3,69634,Arrays as products (15x15),Recognise and interpret products from arrays (15x15) (Yr 5),3246,1214,,,,Number
5217,Early Number (mult/div),3,69636,Multiplication and division using groups (15x15),Solve multiplication and division problems using groups (15x15) (Yr 5),3247,1215,,,,Number
5217,Early Number (mult/div),3,69638,Multiplication and division using arrays (15x15),Solve multiplication and division problems using arrays (15x15) (Yr 5),3248,1216,,,,Number
5217,Early Number (mult/div),3,69644,Complete multiplication and division facts in a table (15x15),Complete multiplication and division facts in a table (15x15) (Yr 5),3249,1217,,,,Number
5217,Early Number (mult/div),3,69647,Find quotients (15x15),Find quotients (15x15) (Yr 5),3250,1218,,,,Number
5217,Early Number (mult/div),3,69650,Number sentences and word problems (15x15),Use number sentences to solve multiplication and division problems (15x15) (Yr 5),3251,1219,,,,Number
5217,Early Number (mult/div),3,69659,Multiplication and division by 10 and 100,Perform multiplication and division by 10 and 100 (Yr 5),3243,1220,,,,Number
5217,Early Number (mult/div),3,69652,Extending multiplication and division calculations using patterns (15x15),Extend basic facts involving multiplication and division using patterns (Yr 5),3252,1225,,,,Number
5217,Early Number (mult/div),3,69654,Problem solving with multiplication and division (15x15),Solve one or two step problems involving multiplication or division (15x15) (Yr 5),3253,1230,,,,Number
5217,Early Number (mult/div),3,69657,Distributive property for multiplication,Identify the distributive property for multiplication (single by double digit number) (Yr 5),2892,1240,,,,Number
5217,Early Number (mult/div),3,69658,Use the distributive property,Use the distributive property for multiplication (single by three digit number) (Yr 5),2893,1250,,,,Number
5217,Early Number (mult/div),3,69656,Use rounding to estimate solutions,Use rounding to estimate solutions (Yr 5),3255,1255,,,,Number
5217,Early Number (mult/div),3,81258,Multiply a two digit number by a small single digit number using an area model,Multiply a two digit number by a single digit number (<5) using an area model (Yr 5),3684,1262,,,,Number
5217,Early Number (mult/div),3,81259,Multiply a two digit number by a small single digit number,Multiply a two digit number by a single digit number (<5) (Yr 5),3685,1264,,,,Number
5217,Early Number (mult/div),3,81260,Multiply a single digit number by a two digit number using an area model,Multiply a single digit number by a two digit number using an area model (Yr 5),3686,1266,,,,Number
5217,Early Number (mult/div),3,81261,Multiply a single digit number by a two digit number,Multiplication (a x aa) (Yr 5),3687,1268,,,,Number
5217,Early Number (mult/div),3,69660,Multiply a single digit number by a three digit number using an area model,Multiply a single digit number by a three digit number using an area model (Yr 5),2895,1270,,,,Number
5217,Early Number (mult/div),3,69661,Multiply a single digit number by a three digit number,Multiply a single digit number by a three digit number (Yr 5),2896,1280,,,,Number
5217,Early Number (mult/div),3,69662,Multiply a single digit number by a four digit number using an area model,Multiply a single digit number by a four digit number using an area model (Yr 5),2897,1290,,,,Number
5217,Early Number (mult/div),3,69663,Multiply a single digit number by a four digit number using algorithm,Multiply a single digit number by a four digit number using algorithm (Yr 5),2898,1300,,,,Number
5217,Early Number (mult/div),3,69664,Multiply 2 two digit numbers using an area model,Multiply 2 two digit numbers using an area model (Yr 5),2899,1310,,,,Number
5217,Early Number (mult/div),3,69665,Multiply 2 two digit numbers,Multiply 2 two digit numbers (Yr 5),2900,1320,,,,Number
5217,Early Number (mult/div),3,69666,Multiply a two digit number by a 3 digit number,Multiply a two digit number by a 3 digit number (Yr 5),2901,1330,,,,Number
5217,Early Number (mult/div),3,69667,Multiply 3 numbers together,"Multiply 3 numbers together (single, single and double digit numbers (Yr 5)",2902,1340,,,,Number
5217,Early Number (mult/div),3,69668,Divide a 2 digit number by a 1 digit number using area or array model,Divide a 2 digit number by a 1 digit number using area or array model (Yr 5),2903,1350,,,,Number
5217,Early Number (mult/div),3,69669,Divide a 2 digit number by a 1 digit number,Divide a 2 digit number by a 1 digit number (Yr 5),2904,1360,,,,Number
5217,Early Number (mult/div),3,69670,Divide a 3 digit number by a 1 digit number using area or array model,Divide a 3 digit number by a 1 digit number using area or array model (Yr 5),2905,1370,,,,Number
5217,Early Number (mult/div),3,69671,Divide a 3 digit number by a 1 digit number,Divide a 3 digit number by a 1 digit number (Yr 5),2906,1380,,,,Number
5217,Early Number (mult/div),3,103229,Divide a 3 digit number by a 1 digit number using short division algorithm,Divide a 3 digit number by a 1 digit number using short division algorithm (Yr 5),4324,1385,,,,Number
5217,Early Number (mult/div),3,69672,Divide a 4 digit number by a 1 digit number using area or array model,Divide a 4 digit number by a 1 digit number using area or array model (Yr 5),2907,1390,,,,Number
5217,Early Number (mult/div),3,69673,Divide a 4 digit number by a 1 digit number,Divide a 4 digit number by a 1 digit number (Yr 5),2908,1400,,,,Number
5217,Early Number (mult/div),3,69674,Divide a 3 digit number by a 1 digit number resulting in a remainder,Divide a 3 digit number by a 1 digit number resulting in a remainder (Yr 5),2909,1410,,,,Number
5217,Early Number (mult/div),3,103230,"Divide a 3 digit number by a 1 digit number using short division algorithm, with remainders","Divide a 3 digit number by a 1 digit number using short division algorithm, with remainders (Yr 5)",4325,1415,,,,Number
5217,Early Number (mult/div),3,50570,Multiply various single and double digit numbers,Multiply various single and double digit numbers (Yr 5),979,1420,,,,Number
5217,Early Number (mult/div),3,50571,Extend multiplicative strategies to larger numbers,Extend multiplicative strategies to larger numbers (Yr 5),2289,1430,,,,Number
5217,Early Number (mult/div),3,50572,Divide various numbers by single digits,Divide various numbers by single digits (Yr 5),976,1440,,,,Number
5217,Early Number (mult/div),3,50573,Solve division problems presented within contexts,Solve division problems presented within contexts (Yr 5),2290,1450,,,,Number
5217,Early Number (mult/div),3,69675,Solve multiplication and division problems involving objects or words,Use number sentences to solve multiplication and division problems involving objects or words (Yr 6),2910,1460,,,,Number
5217,Early Number (mult/div),3,50578,"Multiply various single, 2 and 3 digit numbers","Multiply various single, 2 and 3 digit numbers (Yr 6)",487,1470,,,,Number
5217,Early Number (mult/div),3,50579,Divide various 4 digit numbers by 2 digit numbers,Divide various 4 digit numbers by 2 digit numbers (Yr 6),527,1480,,,,Number
5217,Early Number (mult/div),3,103231,Divide 4 digit number by a 1 digit number using short division algorithm,Divide 4 digit number by a 1 digit number using short division algorithm (Yr 6),4326,1482,,,,Number
5217,Early Number (mult/div),3,103232,Divide 4 digit number by a 2 digit number using short division algorithm,Divide 4 digit number by a 2 digit number using short division algorithm (Yr 6),4327,1484,,,,Number
5217,Early Number (mult/div),3,116310,Divide 4 digit number by a 1 digit number using long division algorithm,Divide 4 digit number by a 1 digit number using long division algorithm (Yr 6),4434,1486,,,,Number
5217,Early Number (mult/div),3,116311,Divide 4 digit number by a 2 digit number using long division algorithm,Divide 4 digit number by a 2 digit number using long division algorithm (Yr 6),4435,1487,,,,Number
5217,Early Number (mult/div),3,116312,"Divide 4 digit number by a 1 digit number using long division algorithm, with remainders","Divide 4 digit number by a 1 digit number using long division algorithm, with remainders (Yr 6)",4436,1488,,,,Number
5217,Early Number (mult/div),3,116313,"Divide 4 digit number by a 2 digit number using long division algorithm, with remainders","Divide 4 digit number by a 2 digit number using long division algorithm, with remainders (Yr 6)",4437,1489,,,,Number
5217,Early Number (mult/div),3,103233,Multiply numbers using technology,Multiply numbers up to 4 digits using technology (Yr 6),4328,1490,,,,Number
5217,Early Number (mult/div),3,103234,Divide numbers using technology,Divide whole numbers by 1 and 2 digit divisors using technology (Yr 6),4329,1495,,,,Number
5218,Early Number (proportion),4,69676,Multiplication as comparison of size,Multiplication as comparison of size (Yr 5),2911,1510,,,,Number
5218,Early Number (proportion),4,69677,Word problems with mult and comparison,Word problems with mult and comparison (Yr 5),2912,1520,,,,Number
5218,Early Number (proportion),4,69678,Word problems with div and comparison,Word problems with div and comparison (Yr 5),2913,1530,,,,Number
5218,Early Number (proportion),4,69679,Word problems (mult/div) and comparison,Word problems (mult/div) and comparison (Yr 5),2914,1540,,,,Number
5218,Early Number (proportion),4,69680,Proportions in units of measurement (metric),Proportions in units of measurement (metric) (Yr 5),2915,1550,,,,Number
5218,Early Number (proportion),4,69681,Proportions in units of measurement (imperial),Proportions in units of measurement (imperial),2916,1555,,,,Number
5216,Early Number (4 ops and mixed),5,69682,Write number sentences that involve mixed operations 1,"Write number sentences that involve mixed operations (x1,2,3,5,10) (Yr 3)",2917,1560,,,,Number
5216,Early Number (4 ops and mixed),5,69684,Balancing with mixed operations 1,Balance statements with mixed operations (Yr 3),2919,1570,,,,Number
5216,Early Number (4 ops and mixed),5,69688,Solve problems with mixed operations 1,Solve problems with mixed operations (Yr 3),2923,1580,,,,Number
5216,Early Number (4 ops and mixed),5,69683,Write number sentences that involve mixed operations 2,"Write number sentences that involve mixed operations (x4,6,7,8,9) (Yr 4)",2918,1590,,,,Number
5216,Early Number (4 ops and mixed),5,69685,Balancing with mixed operations 2,Balance statements with mixed operations (Yr 4),2920,1600,,,,Number
5216,Early Number (4 ops and mixed),5,69687,Solve problems with mixed operations 2,"Write number sentences and solve contextual problems, 4 operations (Yr 4)",2922,1610,,,,Number
5216,Early Number (4 ops and mixed),5,50575,Checking reasonableness of calculations,Check the reasonableness of calculations (Yr 5),2291,1630,,,,Number
5216,Early Number (4 ops and mixed),5,69691,Write number sentences with grouping symbols,Write number sentences with grouping symbols (Yr 6),3273,1635,,,,Number
5216,Early Number (4 ops and mixed),5,50580,Order of operations,Demonstrate understanding of order of operations and evaluate expressions (Yr 6),790,1640,,,,Number
5216,Early Number (4 ops and mixed),5,69692,Evaluate expressions that include grouping symbols,Evaluate expressions that include grouping symbols (Yr 6),3274,1645,,,,Number
5216,Early Number (4 ops and mixed),5,69686,Balancing with mixed operations 3,Balance statements with mixed operations (Yr 6),2921,1650,,,,Number
5216,Early Number (4 ops and mixed),5,69690,Solve problems with mixed operations 3,"Write number sentences and solve contextual problems, includes grouping symbols (Yr 6)",2925,1660,,,,Number
5216,Early Number (4 ops and mixed),5,69693,Addition vs multiplication (investigation),Addition VS Multiplication (Investigation) (YR 6) LIVE,3438,1690,,,,Number
5216,Early Number (4 ops and mixed),5,50581,Properties of operations,Use properties of operations (Yr 6),872,1690,,,,Number
5216,Early Number (4 ops and mixed),5,192026,Problem solving for a golf course (Investigation),Problem solving for a golf course (Investigation) LIVE,4461,1691,,,,Number
5216,Early Number (4 ops and mixed),5,50582,Mixed questions on 4 operations with number,Solve a range of mixed questions involving 4 operations and brackets with number (Yr 6),1017,1710,,,,Number
5216,Early Number (4 ops and mixed),5,69689,Problem solving with mixed operations (TBD),TBD - Problem Solving with mixed operations (Yr 4/5),2924,9999,,,,Number
